_id,name,state,type
6082af361021f13d94642630,BAREILLY,UTTAR PRADESH,FROM
6084001515a4785de5f36184,KISHANGANJ,BIHAR,TO
6086aa87a0746714030926f0,TIRUNELVELI,TAMIL NADU,TO
6086bcca73eabf1afd3941ba,BARGARH,ODISHA,TO
6087e57e73eabf1afd7e4590,KATHUA,JAMMU & KASHMIR,TO
6087e5a673eabf1afd7e4591,SAMBA,JAMMU & KASHMIR,TO
6087e5bd73eabf1afd7e9a85,JAMMU,JAMMU & KASHMIR,TO
6087e5ea73eabf1afd7e9a8a,UDHAMPUR,JAMMU & KASHMIR,TO
6087e60c73eabf1afd7e9ac8,REASI,JAMMU & KASHMIR,TO
6087e62273eabf1afd7eefb9,RAJOURI,JAMMU & KASHMIR,TO
6087e64073eabf1afd7eefbc,POONCH,JAMMU & KASHMIR,TO
6087e65973eabf1afd7eefbf,DODA,JAMMU & KASHMIR,TO
6087e67773eabf1afd7eefc0,RAMBAN,JAMMU & KASHMIR,TO
6088225473eabf1afd97c0f8,KISHTWAR,JAMMU & KASHMIR,TO
6088227273eabf1afd97c0f9,ANANTNAG,JAMMU & KASHMIR,TO
6088229a73eabf1afd97c15b,KULGAM,JAMMU & KASHMIR,TO
608822bf73eabf1afd97c15f,PULWAMA,JAMMU & KASHMIR,TO
608822d873eabf1afd97c165,SHOPIAN,JAMMU & KASHMIR,TO
608822ff73eabf1afd97c166,BUDGAM,JAMMU & KASHMIR,TO
6088232373eabf1afd97c167,SRINAGAR,JAMMU & KASHMIR,TO
6088234573eabf1afd97c168,GANDERBAL,JAMMU & KASHMIR,TO
6088236373eabf1afd97c169,BANDIPORA,JAMMU & KASHMIR,TO
6088238173eabf1afd97c16a,BARAMULLA,JAMMU & KASHMIR,TO
6088239973eabf1afd97c16b,KUPWARA,JAMMU & KASHMIR,TO
60891a05ff941648615a3456,MANSA,PUNJAB,TO
60895c64ec7df651be9eefc3,JHANSI,UTTAR PRADESH,FROM
608a8b234f8fe16b591407c0,JAMSHEDPUR,JHARKHAND,FROM
608a8f884f8fe16b59165339,KANYAKUMARI,TAMIL NADU,TO
608a8fcc4f8fe16b5916533a,NILGIRIS,TAMIL NADU,TO
608a8ffd4f8fe16b5916a8c1,DINDIGUL,TAMIL NADU,TO
608d0eab0ad0b422d0544d7d,DEHRADUN,UTTRAKHAND,FROM
609144308f63e716ab30ef86,RUDRAPRAYAG,UTTRAKHAND,TO
6093979e91ad784530a82a2d,KASARAGOD,KERALA,TO
6094d988aad70376e3bbc7a2,SIVAKASI,TAMIL NADU,FROM
60950bf2845ae915eb405a25,CHANDIGARH,CHANDIGARH,FROM
609652baf4bf35362aeee8cd,ANANTAPUR,ANDHRA PRADESH,TO
609652bbf4bf35362aeee8ce,CHITTOOR,ANDHRA PRADESH,TO
609652bcf4bf35362aeee8cf,EAST GODAVARI,ANDHRA PRADESH,TO
609652bcf4bf35362aeee8d0,PRAKASAM,ANDHRA PRADESH,TO
609652bdf4bf35362aeee8d1,SRIKAKULAM,ANDHRA PRADESH,TO
609652bef4bf35362aeee8d2,VIZIANAGARAM,ANDHRA PRADESH,TO
609652bff4bf35362aeee8d3,WEST GODAVARI,ANDHRA PRADESH,TO
609652bff4bf35362aeee8d4,Y.S.R.,ANDHRA PRADESH,TO
609652c0f4bf35362aeee8d5,ANJAW,ARUNACHAL PRADESH,TO
609652c1f4bf35362aeee8d6,CHANGLANG,ARUNACHAL PRADESH,TO
609652c1f4bf35362aeee8d7,DIBANG VALLEY,ARUNACHAL PRADESH,TO
609652c2f4bf35362aeee8d8,EAST KAMENG,ARUNACHAL PRADESH,TO
609652c3f4bf35362aeee8d9,EAST SIANG,ARUNACHAL PRADESH,TO
609652c4f4bf35362aeee8da,KRA DAADI,ARUNACHAL PRADESH,TO
609652c5f4bf35362aeee8db,KURUNG KUMEY,ARUNACHAL PRADESH,TO
609652c6f4bf35362aeee8dc,LOHIT,ARUNACHAL PRADESH,TO
609652c7f4bf35362aeee8dd,LONGDING,ARUNACHAL PRADESH,TO
609652c7f4bf35362aeee8de,LOWER DIBANG VALLEY,ARUNACHAL PRADESH,TO
609652c8f4bf35362aeee8df,LOWER SUBANSIRI,ARUNACHAL PRADESH,TO
609652c9f4bf35362aeee8e0,NAMSAI,ARUNACHAL PRADESH,TO
609652c9f4bf35362aeee8e1,PAPUM PARE,ARUNACHAL PRADESH,TO
609652caf4bf35362aeee8e2,SIANG,ARUNACHAL PRADESH,TO
609652cbf4bf35362aeee8e3,TAWANG,ARUNACHAL PRADESH,TO
609652ccf4bf35362aeee8e4,TIRAP,ARUNACHAL PRADESH,TO
609652ccf4bf35362aeee8e5,UPPER SIANG,ARUNACHAL PRADESH,TO
609652cdf4bf35362aeee8e6,UPPER SUBANSIRI,ARUNACHAL PRADESH,TO
609652cef4bf35362aeee8e7,WEST KAMENG,ARUNACHAL PRADESH,TO
609652cff4bf35362aeee8e8,WEST SIANG,ARUNACHAL PRADESH,TO
609652d0f4bf35362aeee8e9,BAKSA,ASSAM,TO
609652d1f4bf35362aeee8ea,BARPETA,ASSAM,TO
609652d2f4bf35362aeee8eb,BONGAIGAON,ASSAM,TO
609652d2f4bf35362aeee8ec,CACHAR,ASSAM,TO
609652d3f4bf35362aeee8ed,CHIRANG,ASSAM,TO
609652d4f4bf35362aeee8ee,DARRANG,ASSAM,TO
609652d4f4bf35362aeee8ef,DHEMAJI,ASSAM,TO
609652d5f4bf35362aeee8f0,DHUBRI,ASSAM,TO
609652d6f4bf35362aeee8f1,DIBRUGARH,ASSAM,TO
609652d7f4bf35362aeee8f2,DIMA HASAO,ASSAM,TO
609652d7f4bf35362aeee8f3,GOALPARA,ASSAM,TO
609652d8f4bf35362aeee8f4,GOLAGHAT,ASSAM,TO
609652d9f4bf35362aeee8f5,HAILAKANDI,ASSAM,TO
609652d9f4bf35362aeee8f6,JORHAT,ASSAM,TO
609652daf4bf35362aeee8f7,KAMRUP,ASSAM,TO
609652dbf4bf35362aeee8f8,KARBI ANGLONG,ASSAM,TO
609652dcf4bf35362aeee8f9,KARIMGANJ,ASSAM,TO
609652ddf4bf35362aeee8fa,KOKRAJHAR,ASSAM,TO
609652ddf4bf35362aeee8fb,LAKHIMPUR,ASSAM,TO
609652def4bf35362aeee8fc,MARIGAON,ASSAM,TO
609652dff4bf35362aeee8fd,NAGAON,ASSAM,TO
609652e0f4bf35362aeee8fe,NALBARI,ASSAM,TO
609652e0f4bf35362aeee8ff,SIVASAGAR,ASSAM,TO
609652e1f4bf35362aeee900,SONITPUR,ASSAM,TO
609652e2f4bf35362aeee901,TINSUKIA,ASSAM,TO
609652e2f4bf35362aeee902,UDALGURI,ASSAM,TO
609652e3f4bf35362aeee903,ARARIA,BIHAR,TO
609652e4f4bf35362aeee904,ARWAL,BIHAR,TO
609652e5f4bf35362aeee905,BANKA,BIHAR,TO
609652e6f4bf35362aeee906,BHOJPUR,BIHAR,TO
609652e7f4bf35362aeee907,BUXAR,BIHAR,TO
609652e7f4bf35362aeee908,DARBHANGA,BIHAR,TO
609652e8f4bf35362aeee909,GAYA,BIHAR,TO
609652e9f4bf35362aeee90a,GOPALGANJ,BIHAR,TO
609652eaf4bf35362aeee90b,JAMUI,BIHAR,TO
609652ebf4bf35362aeee90c,JEHANABAD,BIHAR,TO
609652ebf4bf35362aeee90d,KAIMUR (BHABUA),BIHAR,TO
609652ecf4bf35362aeee90e,KATIHAR,BIHAR,TO
609652edf4bf35362aeee90f,KHAGARIA,BIHAR,TO
609652eef4bf35362aeee910,LAKHISARAI,BIHAR,TO
609652eef4bf35362aeee911,MADHEPURA,BIHAR,TO
609652f0f4bf35362aeee912,MADHUBANI,BIHAR,TO
609652f0f4bf35362aeee913,MUNGER,BIHAR,TO
609652f2f4bf35362aeee914,NALANDA,BIHAR,TO
609652f3f4bf35362aeee915,NAWADA,BIHAR,TO
609652f4f4bf35362aeee916,PASHCHIM CHAMPARAN,BIHAR,TO
609652f5f4bf35362aeee917,PURBI CHAMPARAN,BIHAR,TO
609652f6f4bf35362aeee918,PURNIA,BIHAR,TO
609652f7f4bf35362aeee919,ROHTAS,BIHAR,TO
609652f8f4bf35362aeee91a,SAHARSA,BIHAR,TO
609652f9f4bf35362aeee91b,SAMASTIPUR,BIHAR,TO
609652faf4bf35362aeee91c,SARAN,BIHAR,TO
609652faf4bf35362aeee91d,SHEIKHPURA,BIHAR,TO
609652fbf4bf35362aeee91e,SHEOHAR,BIHAR,TO
609652fcf4bf35362aeee91f,SITAMARHI,BIHAR,TO
609652fdf4bf35362aeee920,SIWAN,BIHAR,TO
609652fef4bf35362aeee921,SUPAUL,BIHAR,TO
609652fff4bf35362aeee922,VAISHALI,BIHAR,TO
609652fff4bf35362aeee923,BALOD,CHATTISGARH,TO
60965300f4bf35362aeee924,BALODA BAZAR,CHATTISGARH,TO
60965301f4bf35362aeee925,BALRAMPUR,CHATTISGARH,TO
60965302f4bf35362aeee926,BASTAR,CHATTISGARH,TO
60965303f4bf35362aeee927,BEMETARA,CHATTISGARH,TO
60965303f4bf35362aeee928,BIJAPUR,CHATTISGARH,TO
60965304f4bf35362aeee929,DANTEWADA,CHATTISGARH,TO
60965305f4bf35362aeee92a,DHAMTARI,CHATTISGARH,TO
60965306f4bf35362aeee92b,GARIYABAND,CHATTISGARH,TO
60965307f4bf35362aeee92c,JANJGIR-CHAMPA,CHATTISGARH,TO
60965308f4bf35362aeee92d,JASHPUR,CHATTISGARH,TO
60965309f4bf35362aeee92e,KABIRDHAM,CHATTISGARH,TO
6096530af4bf35362aeee92f,KANKER,CHATTISGARH,TO
6096530bf4bf35362aeee930,KONDAGAON,CHATTISGARH,TO
6096530bf4bf35362aeee931,KORBA,CHATTISGARH,TO
6096530cf4bf35362aeee932,KOREA,CHATTISGARH,TO
6096530df4bf35362aeee933,MAHASAMUND,CHATTISGARH,TO
6096530ef4bf35362aeee934,MUNGELI,CHATTISGARH,TO
6096530ff4bf35362aeee935,NARAYANPUR,CHATTISGARH,TO
6096530ff4bf35362aeee936,RAIGARH,CHATTISGARH,TO
60965310f4bf35362aeee937,SUKMA,CHATTISGARH,TO
60965311f4bf35362aeee938,SURAJPUR,CHATTISGARH,TO
60965312f4bf35362aeee939,DIU,DNHDD,TO
60965313f4bf35362aeee93a,AMRELI,GUJARAT,TO
60965313f4bf35362aeee93b,BOTAD,GUJARAT,TO
60965314f4bf35362aeee93c,CHHOTAUDEPUR,GUJARAT,TO
60965315f4bf35362aeee93d,DANG,GUJARAT,TO
60965316f4bf35362aeee93e,DEVBHUMI DWARKA,GUJARAT,TO
60965317f4bf35362aeee93f,MAHISAGAR,GUJARAT,TO
60965318f4bf35362aeee940,NARMADA,GUJARAT,TO
60965318f4bf35362aeee941,TAPI,GUJARAT,TO
60965319f4bf35362aeee942,KAITHAL,HARYANA,TO
6096531af4bf35362aeee943,CHAMBA,HIMACHAL PRADESH,TO
6096531bf4bf35362aeee944,HAMIRPUR,HIMACHAL PRADESH,TO
6096531cf4bf35362aeee945,KANGRA,HIMACHAL PRADESH,TO
6096531df4bf35362aeee946,KINNAUR,HIMACHAL PRADESH,TO
6096531ef4bf35362aeee947,KULLU,HIMACHAL PRADESH,TO
6096531ff4bf35362aeee948,LAHUL AND SPITI,HIMACHAL PRADESH,TO
6096531ff4bf35362aeee949,MANDI,HIMACHAL PRADESH,TO
60965320f4bf35362aeee94a,KARGIL,JAMMU & KASHMIR,TO
60965322f4bf35362aeee94b,LEH LADAKH,JAMMU & KASHMIR,TO
60965322f4bf35362aeee94c,BAGALKOT,KARNATAKA,TO
60965323f4bf35362aeee94d,BALLARI,KARNATAKA,TO
60965324f4bf35362aeee94e,BELAGAVI,KARNATAKA,TO
60965325f4bf35362aeee94f,BENGALURU URBAN,KARNATAKA,TO
60965326f4bf35362aeee950,BIDAR,KARNATAKA,TO
60965326f4bf35362aeee951,CHAMARAJANAGAR,KARNATAKA,TO
60965327f4bf35362aeee952,CHIKBALLAPUR,KARNATAKA,TO
60965328f4bf35362aeee953,CHIKKAMAGALURU,KARNATAKA,TO
60965329f4bf35362aeee954,CHITRADURGA,KARNATAKA,TO
6096532af4bf35362aeee955,DAKSHIN KANNAD,KARNATAKA,TO
6096532bf4bf35362aeee956,DAVANGERE,KARNATAKA,TO
6096532cf4bf35362aeee957,GADAG,KARNATAKA,TO
6096532df4bf35362aeee958,HASSAN,KARNATAKA,TO
6096532ef4bf35362aeee959,HAVERI,KARNATAKA,TO
6096532ef4bf35362aeee95a,KALABURAGI,KARNATAKA,TO
6096532ff4bf35362aeee95b,KODAGU,KARNATAKA,TO
60965330f4bf35362aeee95c,KOLAR,KARNATAKA,TO
60965331f4bf35362aeee95d,KOPPAL,KARNATAKA,TO
60965332f4bf35362aeee95e,MANDYA,KARNATAKA,TO
60965333f4bf35362aeee95f,RAICHUR,KARNATAKA,TO
60965334f4bf35362aeee960,RAMANAGARA,KARNATAKA,TO
60965335f4bf35362aeee961,SHIVAMOGGA,KARNATAKA,TO
60965336f4bf35362aeee962,UDUPI,KARNATAKA,TO
60965337f4bf35362aeee963,UTTAR KANNAD,KARNATAKA,TO
60965338f4bf35362aeee964,VIJAYAPURA,KARNATAKA,TO
60965339f4bf35362aeee965,YADGIR,KARNATAKA,TO
60965339f4bf35362aeee966,AGAR MALWA,MADHYA PRADESH,TO
6096533af4bf35362aeee967,ALIRAJPUR,MADHYA PRADESH,TO
6096533bf4bf35362aeee968,ANUPPUR,MADHYA PRADESH,TO
6096533cf4bf35362aeee969,ASHOKNAGAR,MADHYA PRADESH,TO
6096533df4bf35362aeee96a,BALAGHAT,MADHYA PRADESH,TO
6096533ef4bf35362aeee96b,BETUL,MADHYA PRADESH,TO
6096533ef4bf35362aeee96c,CHHATARPUR,MADHYA PRADESH,TO
6096533ff4bf35362aeee96d,DAMOH,MADHYA PRADESH,TO
60965340f4bf35362aeee96e,DATIA,MADHYA PRADESH,TO
60965341f4bf35362aeee96f,DINDORI,MADHYA PRADESH,TO
60965342f4bf35362aeee970,GUNA,MADHYA PRADESH,TO
60965343f4bf35362aeee971,JHABUA,MADHYA PRADESH,TO
60965344f4bf35362aeee972,KHARGONE,MADHYA PRADESH,TO
60965344f4bf35362aeee973,MANDLA,MADHYA PRADESH,TO
60965345f4bf35362aeee974,MANDSAUR,MADHYA PRADESH,TO
60965346f4bf35362aeee975,NARSINGHPUR,MADHYA PRADESH,TO
60965347f4bf35362aeee976,PANNA,MADHYA PRADESH,TO
60965348f4bf35362aeee977,SEHORE,MADHYA PRADESH,TO
60965348f4bf35362aeee978,SEONI,MADHYA PRADESH,TO
60965349f4bf35362aeee979,SHAHDOL,MADHYA PRADESH,TO
6096534af4bf35362aeee97a,SHEOPUR,MADHYA PRADESH,TO
6096534bf4bf35362aeee97b,SHIVPURI,MADHYA PRADESH,TO
6096534cf4bf35362aeee97c,SIDHI,MADHYA PRADESH,TO
6096534df4bf35362aeee97d,SINGRAULI,MADHYA PRADESH,TO
6096534ef4bf35362aeee97e,TIKAMGARH,MADHYA PRADESH,TO
6096534ff4bf35362aeee97f,UMARIA,MADHYA PRADESH,TO
60965350f4bf35362aeee980,VIDISHA,MADHYA PRADESH,TO
60965350f4bf35362aeee981,BULDHANA,MAHARASHTRA,TO
60965351f4bf35362aeee982,CHANDRAPUR,MAHARASHTRA,TO
60965352f4bf35362aeee983,GADCHIROLI,MAHARASHTRA,TO
60965353f4bf35362aeee984,HINGOLI,MAHARASHTRA,TO
60965354f4bf35362aeee985,MUMBAI SUBURBAN,MAHARASHTRA,TO
60965355f4bf35362aeee986,NANDURBAR,MAHARASHTRA,TO
60965356f4bf35362aeee987,OSMANABAD,MAHARASHTRA,TO
60965357f4bf35362aeee988,PARBHANI,MAHARASHTRA,TO
60965358f4bf35362aeee989,SINDHUDURG,MAHARASHTRA,TO
60965359f4bf35362aeee98a,BISHNUPUR,MANIPUR,TO
60965359f4bf35362aeee98b,CHANDEL,MANIPUR,TO
6096535af4bf35362aeee98c,CHURACHANDPUR,MANIPUR,TO
6096535bf4bf35362aeee98d,IMPHAL EAST,MANIPUR,TO
6096535cf4bf35362aeee98e,IMPHAL WEST,MANIPUR,TO
6096535df4bf35362aeee98f,SENAPATI,MANIPUR,TO
6096535ef4bf35362aeee990,TAMENGLONG,MANIPUR,TO
6096535ff4bf35362aeee991,THOUBAL,MANIPUR,TO
60965360f4bf35362aeee992,UKHRUL,MANIPUR,TO
60965361f4bf35362aeee993,EAST GARO HILLS,MEGHALAYA,TO
60965361f4bf35362aeee994,EAST JAINTIA HILLS,MEGHALAYA,TO
60965362f4bf35362aeee995,EAST KHASI HILLS,MEGHALAYA,TO
60965363f4bf35362aeee996,NORTH GARO HILLS,MEGHALAYA,TO
60965364f4bf35362aeee997,RI BHOI,MEGHALAYA,TO
60965365f4bf35362aeee998,SOUTH GARO HILLS,MEGHALAYA,TO
60965366f4bf35362aeee999,SOUTH WEST GARO HILLS,MEGHALAYA,TO
60965367f4bf35362aeee99a,SOUTH WEST KHASI HILLS,MEGHALAYA,TO
60965368f4bf35362aeee99b,WEST GARO HILLS,MEGHALAYA,TO
60965369f4bf35362aeee99c,WEST JAINTIA HILLS,MEGHALAYA,TO
6096536af4bf35362aeee99d,WEST KHASI HILLS,MEGHALAYA,TO
6096536bf4bf35362aeee99e,AIZAWL,MIZORAM,TO
6096536cf4bf35362aeee99f,CHAMPHAI,MIZORAM,TO
6096536df4bf35362aeee9a0,KOLASIB,MIZORAM,TO
6096536df4bf35362aeee9a1,LAWNGTLAI,MIZORAM,TO
6096536ef4bf35362aeee9a2,LUNGLEI,MIZORAM,TO
6096536ff4bf35362aeee9a3,MAMIT,MIZORAM,TO
60965370f4bf35362aeee9a4,SAIHA,MIZORAM,TO
60965371f4bf35362aeee9a5,SERCHHIP,MIZORAM,TO
60965372f4bf35362aeee9a6,DIMAPUR,NAGALAND,TO
60965373f4bf35362aeee9a7,KIPHIRE,NAGALAND,TO
60965374f4bf35362aeee9a8,KOHIMA,NAGALAND,TO
60965375f4bf35362aeee9a9,LONGLENG,NAGALAND,TO
60965375f4bf35362aeee9aa,MOKOKCHUNG,NAGALAND,TO
60965377f4bf35362aeee9ab,MON,NAGALAND,TO
60965377f4bf35362aeee9ac,PEREN,NAGALAND,TO
60965378f4bf35362aeee9ad,PHEK,NAGALAND,TO
60965379f4bf35362aeee9ae,TUENSANG,NAGALAND,TO
6096537af4bf35362aeee9af,WOKHA,NAGALAND,TO
6096537bf4bf35362aeee9b0,ZUNHEBOTO,NAGALAND,TO
6096537cf4bf35362aeee9b1,ANUGUL,ODISHA,TO
6096537df4bf35362aeee9b2,BHADRAK,ODISHA,TO
6096537ef4bf35362aeee9b3,BOUDH,ODISHA,TO
60965380f4bf35362aeee9b5,DHENKANAL,ODISHA,TO
60965380f4bf35362aeee9b6,GAJAPATI,ODISHA,TO
60965381f4bf35362aeee9b7,JAGATSINGHAPUR,ODISHA,TO
60965382f4bf35362aeee9b8,JAJAPUR,ODISHA,TO
60965383f4bf35362aeee9b9,JHARSUGUDA,ODISHA,TO
60965384f4bf35362aeee9ba,KALAHANDI,ODISHA,TO
60965385f4bf35362aeee9bb,KANDHAMAL,ODISHA,TO
60965386f4bf35362aeee9bc,KENDRAPARA,ODISHA,TO
60965387f4bf35362aeee9bd,KENDUJHAR,ODISHA,TO
60965388f4bf35362aeee9be,KORAPUT,ODISHA,TO
60965389f4bf35362aeee9bf,MALKANGIRI,ODISHA,TO
6096538af4bf35362aeee9c0,MAYURBHANJ,ODISHA,TO
6096538bf4bf35362aeee9c1,NABARANGPUR,ODISHA,TO
6096538cf4bf35362aeee9c2,NAYAGARH,ODISHA,TO
6096538df4bf35362aeee9c3,NUAPADA,ODISHA,TO
6096538ef4bf35362aeee9c4,PURI,ODISHA,TO
6096538ff4bf35362aeee9c5,RAYAGADA,ODISHA,TO
6096538ff4bf35362aeee9c6,SAMBALPUR,ODISHA,TO
60965390f4bf35362aeee9c7,SONEPUR,ODISHA,TO
60965391f4bf35362aeee9c8,SUNDARGARH,ODISHA,TO
60965392f4bf35362aeee9c9,KARAIKAL,PUDUCHERRY,TO
60965393f4bf35362aeee9ca,MAHE,PUDUCHERRY,TO
60965394f4bf35362aeee9cb,YANAM,PUDUCHERRY,TO
60965395f4bf35362aeee9cc,KAPURTHALA,PUNJAB,TO
60965396f4bf35362aeee9cd,RUPNAGAR,PUNJAB,TO
60965397f4bf35362aeee9ce,SRI MUKTSAR SAHIB,PUNJAB,TO
60965398f4bf35362aeee9cf,TARN TARAN,PUNJAB,TO
60965399f4bf35362aeee9d0,BANSWARA,RAJASTHAN,TO
6096539af4bf35362aeee9d1,BARAN,RAJASTHAN,TO
6096539bf4bf35362aeee9d2,BUNDI,RAJASTHAN,TO
6096539cf4bf35362aeee9d3,DAUSA,RAJASTHAN,TO
6096539df4bf35362aeee9d4,DHOLPUR,RAJASTHAN,TO
6096539ef4bf35362aeee9d5,DUNGARPUR,RAJASTHAN,TO
6096539ff4bf35362aeee9d6,GANGANAGAR,RAJASTHAN,TO
609653a0f4bf35362aeee9d7,HANUMANGARH,RAJASTHAN,TO
609653a1f4bf35362aeee9d8,JAISALMER,RAJASTHAN,TO
609653a2f4bf35362aeee9d9,JALORE,RAJASTHAN,TO
609653a3f4bf35362aeee9da,JHUNJHUNU,RAJASTHAN,TO
609653a4f4bf35362aeee9db,KARAULI,RAJASTHAN,TO
609653a5f4bf35362aeee9dc,NAGAUR,RAJASTHAN,TO
609653a6f4bf35362aeee9dd,PRATAPGARH,RAJASTHAN,TO
609653a7f4bf35362aeee9de,SAWAI MADHOPUR,RAJASTHAN,TO
609653a8f4bf35362aeee9df,TONK,RAJASTHAN,TO
609653a9f4bf35362aeee9e0,CUDDALORE,TAMIL NADU,TO
609653aaf4bf35362aeee9e1,DHARMAPURI,TAMIL NADU,TO
609653abf4bf35362aeee9e2,KARUR,TAMIL NADU,TO
609653acf4bf35362aeee9e3,NAGAPATTINAM,TAMIL NADU,TO
609653adf4bf35362aeee9e4,RAMANATHAPURAM,TAMIL NADU,TO
609653aef4bf35362aeee9e5,SIVAGANGA,TAMIL NADU,TO
609653aff4bf35362aeee9e6,THENI,TAMIL NADU,TO
609653b0f4bf35362aeee9e7,THIRUVALLUR,TAMIL NADU,TO
609653b1f4bf35362aeee9e9,TIRUVANNAMALAI,TAMIL NADU,TO
609653b2f4bf35362aeee9ea,TUTICORIN,TAMIL NADU,TO
609653b3f4bf35362aeee9eb,VELLORE,TAMIL NADU,TO
609653b4f4bf35362aeee9ec,VILLUPURAM,TAMIL NADU,TO
609653b5f4bf35362aeee9ed,ADILABAD,TELANGANA,TO
609653b6f4bf35362aeee9ee,BHADRADRI,TELANGANA,TO
609653b7f4bf35362aeee9ef,JAGITIAL,TELANGANA,TO
609653b9f4bf35362aeee9f0,JANGOAN,TELANGANA,TO
609653baf4bf35362aeee9f1,JAYASHANKAR,TELANGANA,TO
609653bbf4bf35362aeee9f2,JOGULAMBA,TELANGANA,TO
609653bcf4bf35362aeee9f3,KAMAREDDY,TELANGANA,TO
609653bdf4bf35362aeee9f4,KARIMNAGAR,TELANGANA,TO
609653bef4bf35362aeee9f5,KHAMMAM,TELANGANA,TO
609653bff4bf35362aeee9f6,KOMARAM BHEEM ASIFABAD,TELANGANA,TO
609653c0f4bf35362aeee9f7,MAHABUBABAD,TELANGANA,TO
609653c1f4bf35362aeee9f8,MANCHERIAL,TELANGANA,TO
609653c2f4bf35362aeee9f9,NAGARKURNOOL,TELANGANA,TO
609653c3f4bf35362aeee9fa,NIRMAL,TELANGANA,TO
609653c4f4bf35362aeee9fb,NIZAMABAD,TELANGANA,TO
609653c5f4bf35362aeee9fc,PEDDAPALLI,TELANGANA,TO
609653c6f4bf35362aeee9fd,RAJANNA,TELANGANA,TO
609653c7f4bf35362aeee9fe,SIDDIPET,TELANGANA,TO
609653c8f4bf35362aeee9ff,VIKARABAD,TELANGANA,TO
609653c9f4bf35362aeeea00,WANAPARTHY,TELANGANA,TO
609653caf4bf35362aeeea01,WARANGAL,TELANGANA,TO
609653cbf4bf35362aeeea02,WARANGAL URBAN,TELANGANA,TO
609653ccf4bf35362aeeea03,YADADRI,TELANGANA,TO
609653cdf4bf35362aeeea04,DHALAI,TRIPURA,TO
609653cef4bf35362aeeea05,GOMATI,TRIPURA,TO
609653cff4bf35362aeeea06,KHOWAI,TRIPURA,TO
609653d0f4bf35362aeeea07,NORTH TRIPURA,TRIPURA,TO
609653d1f4bf35362aeeea08,SEPAHIJALA,TRIPURA,TO
609653d2f4bf35362aeeea09,SOUTH TRIPURA,TRIPURA,TO
609653d3f4bf35362aeeea0a,UNAKOTI,TRIPURA,TO
609653d4f4bf35362aeeea0b,WEST TRIPURA,TRIPURA,TO
609653d5f4bf35362aeeea0c,ALMORA,UTTRAKHAND,TO
609653d6f4bf35362aeeea0d,BAGESHWAR,UTTRAKHAND,TO
609653d7f4bf35362aeeea0e,CHAMPAWAT,UTTRAKHAND,TO
609653d8f4bf35362aeeea0f,NAINITAL,UTTRAKHAND,TO
609653d9f4bf35362aeeea10,PITHORAGARH,UTTRAKHAND,TO
609653daf4bf35362aeeea11,TEHRI GARHWAL,UTTRAKHAND,TO
609653dbf4bf35362aeeea12,ALIGARH,UTTAR PRADESH,TO
609653dcf4bf35362aeeea13,AMBEDKAR NAGAR,UTTAR PRADESH,TO
609653def4bf35362aeeea14,AMETHI,UTTAR PRADESH,TO
609653dff4bf35362aeeea15,AMROHA,UTTAR PRADESH,TO
609653e0f4bf35362aeeea16,AURAIYA,UTTAR PRADESH,TO
609653e1f4bf35362aeeea17,AZAMGARH,UTTAR PRADESH,TO
609653e2f4bf35362aeeea18,BAGHPAT,UTTAR PRADESH,TO
609653e3f4bf35362aeeea19,BAHRAICH,UTTAR PRADESH,TO
609653e4f4bf35362aeeea1a,BALLIA,UTTAR PRADESH,TO
609653e5f4bf35362aeeea1b,BALRAMPUR(UP),UTTAR PRADESH,TO
609653e6f4bf35362aeeea1c,BANDA,UTTAR PRADESH,TO
609653e7f4bf35362aeeea1d,BASTI,UTTAR PRADESH,TO
609653e8f4bf35362aeeea1e,BHADOHI,UTTAR PRADESH,TO
609654ef9836f138857beb1b,BIJNOR,UTTAR PRADESH,TO
609654f09836f138857beb1c,BUDAUN,UTTAR PRADESH,TO
609654f19836f138857beb1d,CHITRAKOOT,UTTAR PRADESH,TO
609654f39836f138857beb1e,DEORIA,UTTAR PRADESH,TO
609654f49836f138857beb1f,ETAH,UTTAR PRADESH,TO
609654f59836f138857beb20,ETAWAH,UTTAR PRADESH,TO
609654f69836f138857beb21,FAIZABAD,UTTAR PRADESH,TO
609654f79836f138857beb22,FARRUKHABAD,UTTAR PRADESH,TO
609654f89836f138857beb23,FATEHPUR,UTTAR PRADESH,TO
609654f99836f138857beb24,FIROZABAD,UTTAR PRADESH,TO
609654fa9836f138857beb25,GHAZIPUR,UTTAR PRADESH,TO
609654fb9836f138857beb26,GONDA,UTTAR PRADESH,TO
609654fc9836f138857beb27,HAMIRPUR(UP),UTTAR PRADESH,TO
609654fd9836f138857beb28,HARDOI,UTTAR PRADESH,TO
609654fe9836f138857beb29,JALAUN,UTTAR PRADESH,TO
609654ff9836f138857beb2a,KANNAUJ,UTTAR PRADESH,TO
609655009836f138857beb2b,KASGANJ,UTTAR PRADESH,TO
609655019836f138857beb2c,KAUSHAMBI,UTTAR PRADESH,TO
609655039836f138857beb2d,KHERI,UTTAR PRADESH,TO
609655059836f138857beb2e,KUSHI NAGAR,UTTAR PRADESH,TO
609655069836f138857beb2f,LALITPUR,UTTAR PRADESH,TO
609655079836f138857beb30,MAHARAJGANJ,UTTAR PRADESH,TO
609655089836f138857beb31,MAHOBA,UTTAR PRADESH,TO
